"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"9HXC9","2012-01-01T03:00:00","25.90","-78.20",,,"1","6","0","0","2","5",,"1",,"0","50","4","67",,"97",,,"10210","4","0","0","220","1","190",,"174","3","260","1","0","A",,"9","A","A",,"7","3",,,,"242","58","992","114","5","1","2","1","111111","111AA1111111A1",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HXD9","2012-01-01T03:00:00","22.30","-70.60",,,"1","6","0","0","7","4",,"1",,"0","100","4","87",,"98","2","0","10190","4","0","0","247",,,,,"1","277","0","0","0",,"9","0","0",,,,,,,"242","20","992","114","5","1","2","1","11111F","1111111AA11AA1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6RN3","2012-01-01T03:00:00","27.00","-79.40",,,"1","6","0","0","3","4",,"1",,"0","70","4","82",,"99",,"0","10260","4","0","0","230","0","190",,"169","1","260","0","0","A",,"9","A","9",,"1","1","33",,,"242","79","992","114","5","1","2","1","111111","111A1111111171",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"H3GS","2012-01-01T03:00:00","27.50","-79.90",,,"1","6","0","0","3","2",,"1",,"0","90","4","51",,"98",,,"10220","4","0","3","220","0","170",,"140","1","220","1",,,,"8",,,,,,,,,"242","79","992","114","5","1","2","1","111111","111AA111111AA1",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-01T03:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","80","8","26",,,,,"10238",,,"0","216",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WPGK","2012-01-01T03:00:00","25.40","-74.40",,,"1","6","0","0","3","4",,"1",,"0","20","4","103",,"98","3","1","10215","2","10","3","233","0","211",,"200","1","244","7","7","8",,"4","A","A",,"3","4",,,,"242","54","992","114","5","1","2","1","111111","111111111111A1",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WZJC","2012-01-01T03:00:00","21.60","-76.10",,,"1","6","0","0","7","3",,"1",,"0","60","4","67",,"98","2","0","10193","2","10","3","256","0","233",,"220","1","267","2","2","4",,"3","A","A",,,,,,,"242","16","992","114","5","1","2","1","111111","11111111111AA1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCDY2","2012-01-01T03:00:00","21.80","-70.50",,,"1","6","0","0","3","4",,"1",,"0","250","4","123",,"98","2","0","10248","4","0","0","257",,,,"216","1","260","0","0","0",,"9","0","0",,"2","2",,,,"242","10","992","114","5","1","2","1","115131","1111111A1111A1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"41961","2012-01-01T03:10:00","28.27","-70.66",,,"1","3","2","5",,,,"3",,,,,,,,,,"10232",,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-01T03:10:00","22.25","-71.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"10222",,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","21","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T03:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","307","8","26",,,,,"10235",,,"0","222",,,,,,"236",,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-01T03:20:00","29.06","-73.78",,,"1","3","2","5",,,,"3",,,,,,,,,,"10239",,,"3",,,,,,,"225",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-01T03:20:00","27.71","-73.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10229",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","73","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-01T03:30:00","29.59","-72.34",,,"1","3","2","5",,,,"3",,,,,,,,,,"10232",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","92","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T03:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"5","1",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T03:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"12","8","2",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T04:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","320","1","10",,,,,"10236",,,"9","221",,,,,"1","236",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T04:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","361","1","0",,,,,"10237",,,"9","240",,,,,"1","253",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HJB9","2012-01-01T04:00:00","24.50","-79.50",,,"1","6","0","0","1","4",,"1",,"0","90","4","118",,"98","2","0","10240","4","0","0","223","0","213",,"209","3","254","2","2","1",,"7","8","5",,"4","6",,,,"242","49","992","114","5","1","2","1","111111","111111111111A1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HJF9","2012-01-01T04:00:00","24.10","-79.40",,,"1","5","0","0","3","4",,"1",,"0","60","4","113",,,,,"10220",,,"0","230",,,,,"3","270",,,,,"A",,,,,,,,,"242","49","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HXC9","2012-01-01T04:00:00","25.80","-77.80",,,"1","6","0","0","2","5",,"1",,"0","60","4","51",,"97",,,"10210","4","0","0","215","1","180",,"161","3","260","1","0","A",,"9","A","A",,"7","3",,,,"242","57","992","114","5","1","2","1","111111","111AA1111111A1",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HXD9","2012-01-01T04:00:00","22.50","-70.90",,,"1","6","0","0","7","4",,"1",,"0","90","4","82",,"98","2","0","10190","4","0","0","245",,,,,"1","274","0","0","0",,"9","0","0",,,,,,,"242","20","992","114","5","1","2","1","11111F","1111111AA11AA1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"PHOS","2012-01-01T04:00:00","26.10","-78.60",,,"1","6","0","0","3","3",,"1",,"0","360","4","98",,"98","2","0","10235","1","10","0","230",,,,,"1","266","3","3","1",,"7","A","A",,"4","4",,"4","4","242","68","992","114","5","1","2","1","11111F","1111111AA11171",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-01T04:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","121","8","21",,,,,"10238",,,"0","213",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-01T04:10:00","22.25","-71.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"10218",,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","21","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T04:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-01T04:20:00","29.06","-73.79",,,"1","3","2","5",,,,"3",,,,,,,,,,"10238",,,"3",,,,,,,"224",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-01T04:20:00","27.71","-73.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10227",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","73","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41961","2012-01-01T04:20:00","28.30","-70.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10229",,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-01T04:30:00","29.59","-72.34",,,"1","3","2","5",,,,"3",,,,,,,,,,"10230",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","92","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-01T04:40:00","27.11","-76.56",,,"1","3","2","5",,,,"3",,,,,,,,,,"10235",,,"3",,,,,,,"245",,,,,,,,,,,,,,"242","76","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T04:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T04:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"14","7","2",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T05:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","320","1","20",,,,,"10232",,,"9","221",,,,,"1","236",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T05:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","160","1","10",,,,,"10234",,,"9","240",,,,,"1","253",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HXC9","2012-01-01T05:00:00","25.80","-77.40",,,"1","6","0","0","2","5",,"1",,"0","50","4","62",,"97",,,"10210","4","0","0","215","1","180",,"161","3","260","1","0","A",,"9","A","A",,"7","3",,,,"242","57","992","114","5","1","2","1","111111","111AA1111111A1",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HXD9","2012-01-01T05:00:00","22.60","-71.20",,,"1","6","0","0","7","4",,"1",,"0","100","4","77",,"97","3","0","10190","4","0","0","242",,,,,"1","273","1","1","1",,"5","A","A",,,,,,,"242","21","992","114","5","1","2","1","11111F","1111111AA11AA1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"PFRO","2012-01-01T05:00:00","23.10","-74.20",,,"1","6","0","0","7","4",,"1",,"0","90","4","77",,"97","2","1","10202","1","3","0","250","0","230",,"220",,,"4","4","2",,"4","0","0",,"5","2","10","4","2","242","34","992","114","5","1","2","1","F11111","111111111A1111",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-01T05:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","125","8","20",,,,,"10236",,,"0","209",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41945","2012-01-01T05:10:00","28.32","-73.00",,,"1","3","2","5",,,,"3",,,,,,,,,,"10230",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41961","2012-01-01T05:10:00","28.30","-70.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10224",,,"3",,,,,,,"234",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-01T05:10:00","22.25","-71.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"10216",,,"3",,,,,,,"257",,,,,,,,,,,,,,"242","21","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T05:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-01T05:20:00","29.06","-73.79",,,"1","3","2","5",,,,"3",,,,,,,,,,"10235",,,"3",,,,,,,"224",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-01T05:20:00","27.71","-73.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10226",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","73","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-01T05:21:00","26.71","-76.31",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-01T05:21:00","26.24","-75.35",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","65","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41999","2012-01-01T05:21:00","28.88","-70.44",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-01T05:26:00","23.18","-72.95",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"262",,,,,,,,,,,,,,"242","32","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-01T05:26:00","26.71","-76.36",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-01T05:27:00","26.24","-75.38",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","65","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41999","2012-01-01T05:27:00","28.88","-70.44",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"235",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-01T05:30:00","29.59","-72.35",,,"1","3","2","5",,,,"3",,,,,,,,,,"10225",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","92","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-01T05:40:00","27.11","-76.56",,,"1","3","2","5",,,,"3",,,,,,,,,,"10231",,,"3",,,,,,,"244",,,,,,,,,,,,,,"242","76","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T05:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","300","8","6",,,,,"10228",,,"0","219",,,,,,"236",,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T05:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5","203","8","9",,,,,"10231",,,"0","240",,,,,,"253",,,,,,,,"12","8","2",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T06:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","300","1","10",,,,,"10228",,,"9","219",,,,,"1","236",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T06:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","200","1","10",,,,,"10231",,,"9","240",,,,,"1","253",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HXC9","2012-01-01T06:00:00","25.60","-77.00",,,"1","6","0","0","2","5",,"1",,"0","40","4","67",,"98",,"0","10209","6","3","0","220","0","170",,"140","3",,"1","1","0",,"8","0","5",,"6","2",,"8","2","242","57","992","114","5","1","2","1","711111","111A1111191171",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"9HXD9","2012-01-01T06:00:00","22.80","-71.50",,,"1","6","0","0","7","4",,"1",,"0","130","4","87",,"98","2","1","10180",,,"9","240",,,,,"3","274","0","0",,,"9",,,,,,,,,"242","21","700","146","5","1","2","1","11111F","1111111AA11AAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8IN7","2012-01-01T06:00:00","21.70","-74.50",,,"1","6","0","0","4","4",,"1","NL","0","90","4","77","0","97","3","2","10185","8",,"0","262","0","235","1","222",,,"4","4","4","0","5","6",,,"4","1",,,,"242","14","926","112","5","1","1","1","F11111","111111111A11A7",,,"4","1","8","1","2","0",,,,,,,,,,,,"4",,,"3","11111111191191191110","7",,,,,,,
"C6RN3","2012-01-01T06:00:00","26.30","-78.70",,,"1","6","0","0","3","4",,"1",,"0","40","4","72",,"98",,"0","10260","4","0","0","220","0","190",,"174","1","260","2","0","A",,"8","A","9",,"1","1","33",,,"242","68","992","114","5","1","2","1","111111","111A1111111171",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"PFRO","2012-01-01T06:00:00","23.30","-74.50",,,"1","6","0","0","8","4",,"1",,"0","310","4","93",,"97","25","1","10200","6","6","0","250","0","230",,"220",,,"4","4","2",,"4","A","A",,,,,,,"242","34","992","114","5","1","2","1","F11111","111111111A1AA1",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-01T06:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","125","8","23",,,,,"10234",,,"0","210",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WPGK","2012-01-01T06:00:00","24.70","-73.50",,,"1","6","0","0","3","4",,"1",,"0","70","4","67",,"98","14","1","10195","7","15","3","233","0","211",,"200","1","244","4","4","2",,"4","A","A",,"5","2",,,,"242","43","992","114","5","1","2","1","111111","111111111111A1",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WZJC","2012-01-01T06:00:00","21.90","-76.80",,,"1","6","0","0","6","3",,"1",,"0","50","4","72",,"98","2","2","10190","7","5","3","256","0","233",,"220","1","267","6","6","7",,"3","A","A",,"4","2",,,,"242","16","992","114","5","1","2","1","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"31781","2012-01-01T06:04:00","23.18","-72.95",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"262",,,,,,,,,,,,,,"242","32","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-01T06:08:00","26.71","-76.36",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","66","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41999","2012-01-01T06:09:00","28.88","-70.44",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"237",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41945","2012-01-01T06:10:00","28.31","-73.00",,,"1","3","2","5",,,,"3",,,,,,,,,,"10227",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41961","2012-01-01T06:10:00","28.31","-70.63",,,"1","3","2","5",,,,"3",,,,,,,,,,"10222",,,"3",,,,,,,"234",,,,,,,,,,,,,,"242","80","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-01T06:10:00","22.23","-71.88",,,"1","3","2","5",,,,"3",,,,,,,,,,"10210",,,"3",,,,,,,"258",,,,,,,,,,,,,,"242","21","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T06:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","234","8","4",,,,,"10228",,,"0","218",,,,,,"236",,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-01T06:20:00","29.06","-73.79",,,"1","3","2","5",,,,"3",,,,,,,,,,"10231",,,"3",,,,,,,"224",,,,,,,,,,,,,,"242","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41959","2012-01-01T06:20:00","27.69","-73.64",,,"1","3","2","5",,,,"3",,,,,,,,,,"10227",,,"3",,,,,,,"221",,,,,,,,,,,,,,"242","73","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41915","2012-01-01T06:30:00","29.59","-72.36",,,"1","3","2","5",,,,"3",,,,,,,,,,"10225",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","92","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-01T06:40:00","27.11","-76.56",,,"1","3","2","5",,,,"3",,,,,,,,,,"10227",,,"3",,,,,,,"244",,,,,,,,,,,,,,"242","76","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T06:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"5","2",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T06:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"12","8","2",,,,"242","71","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-01T07:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","240","1","10",,,,,"10228",,,"9","218",,,,,"1","236",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-01T07:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","210","1","10",,,,,"10226",,,"9","239",,,,,"1","253",,,,,,,,,,,,,,"242","71","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
